# Eastern
confucian;Confucian;Confucéenne;Konfuzianer;;Confuciano;;;;;;;;;x
confucian_DESC;Confucianism was found by the Chinese philosopher Confucius (Kong Fuzi ("Master Kong"), born Kong Qiu) in the 5th century B.C. The religion flourished not only China, but also heavily influenced society in other parts of East Asia such as Korea, Japan, and Vietnam. In the game, Confucians get a bonus to dynasty opinion, meaning that they might not need to watch their own kin as closely.;;;;;;;;;;;;;x
confucian_FEATURES;§Y*§! Rulers can spend Te to improve their Courtiers' Attribute.\n§Y*§! Has access to ancestor worship.\n§Y*§! Has access to two different religious schools.\n§Y*§! Unlocks access to the §YChinese Imperial§!, §YEastern Imperial§!, and §YConfucian Bureaucracy§! governments.\n§Y*§! Can NOT declare Holy Wars;§Y*§! Ne peut pas déclarer de guerre sainte;§Y*§! Kann KEINE Heiligen Kriege erklären;;§Y*§! NO puede declarar guerras santas;;;;;;;;;x
shinto;Shinto;;;;;;;;;;;;;x
shinto_DESC;Shinto, also known as "Kami-no-michi" (the Way of the Gods), is the indigenous religion of Japan. Despite many of its adherents initially being opposed to the introduction of Buddhism in Japan, the Shinto religion has incorporated many Buddhist aspects over time. The Shinto religion teaches that certain deeds create a kind of ritual impurity, which one should want to have cleansed for one's own peace of mind and good fortune rather than a negative connotation of such impurity, and also focuses on ritual practices to establish a connection between one self and their ancestors. In the game, Shinto followers get a significant bonus to Intrigue, meaning that court life becomes significantly more dangerous. Though the religion lacks a clear hierarchy, the Tenno is represented as the religious head due to having an important ceremonial position.;;;;;;;;;;;;;x
shinto_FEATURES;§Y*§! Has access to ancestor worship.\n§Y*§! Unlocks access to the §YJapanese Bureaucracy§!, §YJapanese Feudal§!, and §YJapanese Monastic Feudal§! governments.\§Y*§! Can easily gain Sympathy for Pagans.\n§Y*§! Can NOT declare Holy Wars;§Y*§! Ne peut pas déclarer de guerre sainte;§Y*§! Kann KEINE Heiligen Kriege erklären;;§Y*§! NO puede declarar guerras santas;;;;;;;;;x
shugendo;Shugendo;;;;;;;;;;;;;x
shugendo_DESC;Shugendo (the Way of Trial and Practice) is a highly syncretic religion tracing its origin to the mystic En no Gyoja, who lived in the Nara period. The religion blends elements of Shinto mountain worship and Buddhism in a unique manner. Practitioners, known as Shugenja or Yamabushi (Mountain Prostrators), strive to find supernatural power and to save themselves and the massese through religious training undertaken while treading through steep mountain ranges all over Japan.;;;;;;;;;;;;;x
shugendo_FEATURES;§Y*§! Unlocks access to the §YJapanese Bureaucracy§! and §YJapanese Feudal§! governments.\n§Y*§! Can easily gain Sympathy for Pagans.\n§Y*§! Can NOT declare Holy Wars;§Y*§! Ne peut pas déclarer de guerre sainte;§Y*§! Kann KEINE Heiligen Kriege erklären;;§Y*§! NO puede declarar guerras santas;;;;;;;;;x
koshin;Koshin;;;;;;;;;;;;;x
koshin_DESC;Koshin is a Japanese religion with Taoist origins, blending Taoist, Shinto, Buddhist, and other beliefs. The believers seek to prevent the Sanshi (the Three Corpses) from leaving their bodies, seeing as the Sanshi would report on their deeds to Ten-Tei.;;;;;;;;;;;;;x
koshin_FEATURES;§Y*§! Unlocks access to the §YJapanese Bureaucracy§! and §YJapanese Feudal§! governments.\n§Y*§! Can NOT declare Holy Wars;§Y*§! Ne peut pas déclarer de guerre sainte;§Y*§! Kann KEINE Heiligen Kriege erklären;;§Y*§! NO puede declarar guerras santas;;;;;;;;;x
kejawen;Kejawèn;;;;;;;;;;;;;x
kejawen_DESC;The Kejawèn religion blends various Hindu, Buddhist, and animistic aspects into a unique religion. The religion originated on the island of Java as a consequence of Indian influences mixing with the local beliefs.;;;;;;;;;;;;;x
kejawen_FEATURES;§Y*§! Can easily gain Sympathy for Pagans.\n§Y*§! Rulers may search for a guru.\n§Y*§! Can only declare limited Holy Wars against non-[GetDharmicOrRandom] religions;§Y*§! Peut déclarer des guerres saintes limitées uniquement contre les religions non-[GetDharmicOrRandom];§Y*§! Kann limitierte Heilige Kriege nur gegen nicht [GetDharmicOrRandom]e Religionen ausrufen;;§Y*§! solo puede declarar guerras santas limitadas contra religiones no [GetDharmicOrRandom]s;;;;;;;;;x
# Pagan
ainu_pagan_reformed;Ainu;;;;;;;;;;;;;x
ainu_pagan_reformed_DESC;The reformed Ainu faith has a Holy Book containing the Ainu creation myth, information about various kamuy, and written renditions of several important yukar. The church also has a standardized liturgy and a formal church hierarchy, rather than relying on disorganized shamans and fortune-tellers.;;;;;;;;;;;;;x
ainu_pagan_reformed_FEATURES;§Y*§! Has access to ancestor worship.;;;;;;;;;;;;;x
ainu_pagan;Ainu;;;;;;;;;;;;;x
ainu_pagan_DESC;Ainu paganism is an animistic religion, believing that everything in nature in Ainu Mosir (the Land of the People) has a kamuy, an immortal spirit or god originating in Kamuy Mosir (the Land of the Gods). Bears are seen as particularly important, and hunters traiditionally seek to capture bear cubs to raise in their villages until the cub has grown up, at which point the bear is ritually sacrificed as part of the Iyomante ceremony to return the kamuy to Kamuy Mosir.;;;;;;;;;;;;;x
ainu_pagan_FEATURES;§Y*§! Has access to ancestor worship.\n§Y*§! Inferior at conversion\n§Y*§! Rulers cannot declare Holy Wars;§Y*§! Inférieure en conversion\n§Y*§! Les seigneurs ne peuvent pas déclarer de guerres saintes;§Y*§! Schwache Konvertierung\n§Y*§! Herrscher können keine Heiligen Kriege erklären;;§Y*§! Inferior en la conversación\n§Y*§! Los soberanos no pueden declarar Guerras Santas;;;;;;;;;x
andamanese_pagan_reformed;Andamanese;;;;;;;;;;;;;x
andamanese_pagan_reformed_DESC;The reformed Andamanese faith has a Holy Book, a standardized liturgy and a formal church hierarchy.;;;;;;;;;;;;;x
andamanese_pagan_reformed_FEATURES;§Y*§! Has access to ancestor worship.;;;;;;;;;;;;;x
andamanese_pagan;Andamanese;;;;;;;;;;;;;x
andamanese_pagan_DESC;The traditional Andamanese beliefs are animistic and contain elements of ancestor worship. The faithful believe that they are the descendants of the survivors of a great flood caused by a failure to follow divine laws.;;;;;;;;;;;;;x
andamanese_pagan_FEATURES;§Y*§! Has access to ancestor worship.\n§Y*§! Inferior at conversion\n§Y*§! Rulers cannot declare Holy Wars;§Y*§! Inférieure en conversion\n§Y*§! Les seigneurs ne peuvent pas déclarer de guerres saintes;§Y*§! Schwache Konvertierung\n§Y*§! Herrscher können keine Heiligen Kriege erklären;;§Y*§! Inferior en la conversación\n§Y*§! Los soberanos no pueden declarar Guerras Santas;;;;;;;;;x
bai_pagan_reformed;Benzhuist;;;;;;;;;;;;;x
bai_pagan_reformed_DESC;By taking various elements of Taoism, Confucianism, and even Buddhism and blending these with traditional Benzhuist beliefs, the reformed Benzhuist faith has managed to create a standardized Holy Book and liturgy, and a formal church hierarchy.;;;;;;;;;;;;;x
bai_pagan_reformed_FEATURES;§Y*§! Has access to ancestor worship.;;;;;;;;;;;;;x
bai_pagan;Benzhuist;;;;;;;;;;;;;x
bai_pagan_DESC;Benzhuism is the folk religion of the Bai people. The faithful venerate their ancestors, particularly those that are considered to be among the Benzhu.;;;;;;;;;;;;;x
bai_pagan_FEATURES;§Y*§! Unlocks access to the §YChinese Imperial§!, §YEastern Imperial§!, and §YConfucian Bureaucracy§! governments.\n§Y*§! Can easily gain Sympathy for Eastern religions.\n§Y*§! Has access to ancestor worship.\n§Y*§! Inferior at conversion\n§Y*§! Rulers cannot declare Holy Wars;§Y*§! Inférieure en conversion\n§Y*§! Les seigneurs ne peuvent pas déclarer de guerres saintes;§Y*§! Schwache Konvertierung\n§Y*§! Herrscher können keine Heiligen Kriege erklären;;§Y*§! Inferior en la conversación\n§Y*§! Los soberanos no pueden declarar Guerras Santas;;;;;;;;;x
bamar_pagan_reformed;Nat;;;;;;;;;;;;;x
bamar_pagan_reformed_DESC;The reformed version of Nat worship has a clear pantheon of deified ancestors and nature spirits, as well as a holy book containing the canonical version of various holy legends, a standardized liturgy and a formal church hierarchy.;;;;;;;;;;;;;x
bamar_pagan_reformed_FEATURES;§Y*§! Has access to ancestor worship.;;;;;;;;;;;;;x
bamar_pagan;Nat;;;;;;;;;;;;;x
bamar_pagan_DESC;Nat worship is the traditional religion of the Burmese peoples, venerating the Nats, which are deified ancestors, nature spirits, and even a few Hindu gods.;;;;;;;;;;;;;x
bamar_pagan_FEATURES;§Y*§! Can easily gain Sympathy for Eastern religions.\n§Y*§! Has access to ancestor worship.\n§Y*§! Inferior at conversion\n§Y*§! Rulers cannot declare Holy Wars;§Y*§! Inférieure en conversion\n§Y*§! Les seigneurs ne peuvent pas déclarer de guerres saintes;§Y*§! Schwache Konvertierung\n§Y*§! Herrscher können keine Heiligen Kriege erklären;;§Y*§! Inferior en la conversación\n§Y*§! Los soberanos no pueden declarar Guerras Santas;;;;;;;;;x
batak_pagan_reformed;Pemena;;;;;;;;;;;;;x
batak_pagan_reformed_DESC;The reformed Pemena faith has a Holy Book, a standardized liturgy and a formal church hierarchy.;;;;;;;;;;;;;x
batak_pagan_reformed_FEATURES;§Y*§! Has access to ancestor worship.;;;;;;;;;;;;;x
batak_pagan;Pemena;;;;;;;;;;;;;x
batak_pagan_DESC;The Pemena faith is the traditional religion of the Batak people and puts a great emphasis on ancestor veneration and familial lines.;;;;;;;;;;;;;x
batak_pagan_FEATURES;§Y*§! Has access to ancestor worship.\n§Y*§! Inferior at conversion\n§Y*§! Rulers cannot declare Holy Wars;§Y*§! Inférieure en conversion\n§Y*§! Les seigneurs ne peuvent pas déclarer de guerres saintes;§Y*§! Schwache Konvertierung\n§Y*§! Herrscher können keine Heiligen Kriege erklären;;§Y*§! Inferior en la conversación\n§Y*§! Los soberanos no pueden declarar Guerras Santas;;;;;;;;;x
chinese_pagan_reformed;Shenist;;;;;;;;;;;;;x
chinese_pagan_reformed_DESC;By taking various elements of Taoism, Confucianism, and even Buddhism and blending these with traditional Shenist beliefs, the reformed Shenist faith has managed to create a standardized Holy Book and liturgy, and a formal church hierarchy.;;;;;;;;;;;;;x
chinese_pagan_reformed_FEATURES;§Y*§! Has access to ancestor worship.;;;;;;;;;;;;;x
chinese_pagan;Shenist;;;;;;;;;;;;;x
chinese_pagan_DESC;Shenism, Wuism, or Nuoism, is the folk religion of China with multitudes of doctrines and practices. Due to its sheer size and spread, it has influenced if not founded the other local folk religions of both Far East and South East Asia. Its widespread beliefs has resulted in more organized forms of the religion such as Confucianism and Taoism.;;;;;;;;;;;;;x
chinese_pagan_FEATURES;§Y*§! Unlocks access to the §YChinese Imperial§!, §YEastern Imperial§!, and §YConfucian Bureaucracy§! governments.\n§Y*§! Can easily gain Sympathy for Eastern religions.\n§Y*§! Has access to ancestor worship.\n§Y*§! Inferior at conversion\n§Y*§! Rulers cannot declare Holy Wars;§Y*§! Inférieure en conversion\n§Y*§! Les seigneurs ne peuvent pas déclarer de guerres saintes;§Y*§! Schwache Konvertierung\n§Y*§! Herrscher können keine Heiligen Kriege erklären;;§Y*§! Inferior en la conversación\n§Y*§! Los soberanos no pueden declarar Guerras Santas;;;;;;;;;x
dayak_pagan_reformed;Kaharingan;Kaharingan;Kaharingan;;Kaharingan;;;;;;;;;x
dayak_pagan_reformed_DESC;The reformed Kaharingan faith has a holy book containing the canonical version of various holy legends, a standardized liturgy and a formal church hierarchy.;;;;;;;;;;;;;x
dayak_pagan_reformed_FEATURES;§Y*§! Has access to ancestor worship.;;;;;;;;;;;;;x
dayak_pagan;Kaharingan;Kaharingan;Kaharingan;;Kaharingan;;;;;;;;;x
dayak_pagan_DESC;Kaharinganism is the folk religion of the Dayak people in Borneo. They are known for their long festivals called the Tiwah festival, which lasts for thirty days, and involves the sacrifice of many animals such as buffaloes, cows, pigs, and chickens as offerings to the gods.;;;;;;;;;;;;;x
dayak_pagan_FEATURES;§Y*§! Can easily gain Sympathy for Eastern religions.\n§Y*§! Has access to ancestor worship.\n§Y*§! Inferior at conversion\n§Y*§! Rulers cannot declare Holy Wars;§Y*§! Inférieure en conversion\n§Y*§! Les seigneurs ne peuvent pas déclarer de guerres saintes;§Y*§! Schwache Konvertierung\n§Y*§! Herrscher können keine Heiligen Kriege erklären;;§Y*§! Inferior en la conversación\n§Y*§! Los soberanos no pueden declarar Guerras Santas;;;;;;;;;x
dusun_pagan_reformed;Momolian;;;;;;;;;;;;;x
dusun_pagan_reformed_DESC;The reformed Momolian faith has a Holy Book, a standardized liturgy and a formal church hierarchy.;;;;;;;;;;;;;x
dusun_pagan;Momolian;;;;;;;;;;;;;x
dusun_pagan_DESC;Momolianism is the folk religion of the Dusun people in Borneo. The religion teaches that all land is a gift from the creator god Minamangun.;;;;;;;;;;;;;x
dusun_pagan_FEATURES;§Y*§! Inferior at conversion\n§Y*§! Rulers cannot declare Holy Wars;§Y*§! Inférieure en conversion\n§Y*§! Les seigneurs ne peuvent pas déclarer de guerres saintes;§Y*§! Schwache Konvertierung\n§Y*§! Herrscher können keine Heiligen Kriege erklären;;§Y*§! Inferior en la conversación\n§Y*§! Los soberanos no pueden declarar Guerras Santas;;;;;;;;;x
inca_pagan_reformed;Yupaychaspa;;;;;;;;;;;;;x
inca_pagan_reformed_DESC;The Inca religion of Yupaychaspa is a polytheistic faith system with the sun god Inti at the head. Unlike its unreformed counterpart, the faith has a holy book containing the canonical version of various holy legends, a standardized liturgy and a formal church hierarchy;;;;;;;;;;;;;x
inca_pagan;Yupaychaspa;;;;;;;;;;;;;x
inca_pagan_DESC;The Inca religion of Yupaychaspa is a polytheistic faith system with the sun god Inti at the head, practiced throughout the Quechua lands on both sides of the Pacific Ocean.;;;;;;;;;;;;;x
jurchen_pagan_reformed;Jurchen;;;;;;;;;;;;;x
jurchen_pagan_reformed_DESC;The reformed Jurchen religion has standardized the many legends of [jurchen_pagan_reformed.GetHighGodName] and the other deities and spirits, and has a Holy Book, a standardized liturgy and a formal church hierarchy.;;;;;;;;;;;;;x
jurchen_pagan_reformed_FEATURES;§Y*§! Has access to ancestor worship.;;;;;;;;;;;;;x
jurchen_pagan;Jurchen;;;;;;;;;;;;;x
jurchen_pagan_DESC;The traditional Jurchen religion involves belief in several gods and spirits, chief among them Abka Hehe ("Sky Woman" or "Sky Mother"). Female shamans are quite common, as is ancestor veneration.;;;;;;;;;;;;;x
jurchen_pagan_FEATURES;§Y*§! Can easily gain Sympathy for Eastern religions.\n§Y*§! Has access to ancestor worship.\n§Y*§! Inferior at conversion\n§Y*§! Rulers cannot declare Holy Wars;§Y*§! Inférieure en conversion\n§Y*§! Les seigneurs ne peuvent pas déclarer de guerres saintes;§Y*§! Schwache Konvertierung\n§Y*§! Herrscher können keine Heiligen Kriege erklären;;§Y*§! Inferior en la conversación\n§Y*§! Los soberanos no pueden declarar Guerras Santas;;;;;;;;;x
korean_pagan_reformed;Muist;;;;;;;;;;;;;x
korean_pagan_reformed_DESC;The reformed Muist faith has a standardized Holy Book containing founding legends and appropriate sacrifices to both gods and ancestors, as well as a formal church hierarchy.;;;;;;;;;;;;;x
korean_pagan_reformed_FEATURES;§Y*§! Has access to ancestor worship.;;;;;;;;;;;;;x
korean_pagan;Muist;;;;;;;;;;;;;x
korean_pagan_DESC;Muism, or Sinism, is the pre-historic shamanistic folk religion of Korea, which shares some similarities with other religions originating nearby, such as Taoism and Confucianism. Purity is important to the rituals performed.;;;;;;;;;;;;;x
korean_pagan_FEATURES;§Y*§! Unlocks access to the §YChinese Imperial§!, §YEastern Imperial§!, and §YConfucian Bureaucracy§! governments.\n§Y*§! Can easily gain Sympathy for Eastern religions.\n§Y*§! Has access to ancestor worship.\n§Y*§! Inferior at conversion\n§Y*§! Rulers cannot declare Holy Wars;§Y*§! Inférieure en conversion\n§Y*§! Les seigneurs ne peuvent pas déclarer de guerres saintes;§Y*§! Schwache Konvertierung\n§Y*§! Herrscher können keine Heiligen Kriege erklären;;§Y*§! Inferior en la conversación\n§Y*§! Los soberanos no pueden declarar Guerras Santas;;;;;;;;;x
maian_pagan_reformed;Anito;;;;;;;;;;;;;x
maian_pagan_reformed_DESC;The reformed Anito faith has a Holy Book, a standardized liturgy and a formal church hierarchy.;;;;;;;;;;;;;x
maian_pagan_reformed_FEATURES;§Y*§! Has access to ancestor worship.;;;;;;;;;;;;;x
maian_pagan;Anito;;;;;;;;;;;;;x
maian_pagan_DESC;The traditional beliefs of the Ma-i-an peoples are varied, but they tend to involve belief in a parallel spirit world as well as omnipresent spirits (or Anito) that can influence things in this world.;;;;;;;;;;;;;x
maian_pagan_FEATURES;§Y*§! Can easily gain Sympathy for Eastern religions.\n§Y*§! Has access to ancestor worship.\n§Y*§! Inferior at conversion\n§Y*§! Rulers cannot declare Holy Wars;§Y*§! Inférieure en conversion\n§Y*§! Les seigneurs ne peuvent pas déclarer de guerres saintes;§Y*§! Schwache Konvertierung\n§Y*§! Herrscher können keine Heiligen Kriege erklären;;§Y*§! Inferior en la conversación\n§Y*§! Los soberanos no pueden declarar Guerras Santas;;;;;;;;;x
melanesian_pagan_reformed;Melanesian;Mélanésien;Melanesisch;;Melanesio;;;;;;;;;x
melanesian_pagan_reformed_DESC;The reformed Melanesian religion is a fusion of many popular beliefs, with a single Holy Book including a creation myth and chapters on rites and rituals. The church also has a standardized liturgy and a formal church hierarchy.;;;;;;;;;;;;;x
melanesian_pagan;Melanesian;Mélanésien;Melanesisch;;Melanesio;;;;;;;;;x
melanesian_pagan_DESC;The Melanesian religion represents the diverse pagan beliefs of the tribes of the Pacific Islands. Some of the uniform distinctive practices are mortuary rites, headhunting, and agrarian rituals.;;;;;;;;;;;;;x
melanesian_pagan_FEATURES;§Y*§! Inferior at conversion\n§Y*§! Rulers cannot declare Holy Wars;§Y*§! Inférieure en conversion\n§Y*§! Les seigneurs ne peuvent pas déclarer de guerres saintes;§Y*§! Schwache Konvertierung\n§Y*§! Herrscher können keine Heiligen Kriege erklären;;§Y*§! Inferior en la conversación\n§Y*§! Los soberanos no pueden declarar Guerras Santas;;;;;;;;;x
miao_pagan_reformed;Kev Dab Qhuas;;;;;;;;;;;;;x
miao_pagan_reformed_DESC;By taking various elements of Taoism, Confucianism, and even Buddhism and blending these with traditional Kev Dab Qhuas beliefs, the reformed Kev Dab Qhuas faith has managed to create a standardized Holy Book and liturgy, and a formal church hierarchy.;;;;;;;;;;;;;x
miao_pagan_reformed_FEATURES;§Y*§! Has access to ancestor worship.;;;;;;;;;;;;;x
miao_pagan;Kev Dab Qhuas;;;;;;;;;;;;;x
