#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
# Also contains minor expansion
### HolyFury.csv
obj_buddhist_stop_drinking_desc;[This.GetTitledFirstName], as a devoted [This.Religion.GetName], is trying to learn to abandon [This.GetHerHis] harmful drinking habits.;[This.Get_Le_TitledFirstName], [This.Religion.GetName] zélé[This.Get_E], tente d'apprendre à abandonner son penchant pour la boisson qui lui cause tant de souffrances.;[This.GetTitledFirstName] ist überzeugt [This.Religion.GetName] und versucht, [This.GetHerHis]e schädlichen Trinkgewohnheiten abzulegen.;;[This.GetTitledFirstName], como [This.Religion.GetName] devoto, intenta aprender a abandonar el dañino hábito de la bebida.;;;;;;;;;x
obj_buddhist_reject_empty_pleasures_desc;[This.GetTitledFirstName], as a devoted [This.Religion.GetName], is trying to learn to reject emply pleasures.;[This.Get_Le_TitledFirstName], [This.Religion.GetName] zélé[This.Get_E], tente d'apprendre à rejeter les plaisirs inutiles.;[This.GetTitledFirstName] ist überzeugter Buddhist und versucht, leere Vergnügungen abzulehnen.;;[This.GetTitledFirstName], como [This.Religion.GetName] devoto, intenta aprender rechazar los placeres vacuos.;;;;;;;;;x
obj_buddhist_abstain_sexual_excess_desc;[This.GetTitledFirstName], as a devoted [This.Religion.GetName], is trying to learn to abstain from excesses of the flesh.;[This.Get_Le_TitledFirstName], [This.Religion.GetName] zélé[This.Get_E], tente d'apprendre à s'abstenir des excès de la chair.;[This.GetTitledFirstName] ist überzeugt [This.Religion.GetName] und versucht, fleischlichen Exzessen zu entsagen.;;[This.GetTitledFirstName], como [This.Religion.GetName] devoto, intenta aprender a abstenerse de los excesos de la carne.;;;;;;;;;x
obj_buddhist_reject_cruelty_desc;[This.GetTitledFirstName], as a devoted [This.Religion.GetName], is trying to learn to reject cruelty.;[This.Get_Le_TitledFirstName], [This.Religion.GetName] zélé[This.Get_E], tente d'apprendre à rejeter la cruauté.;[This.GetTitledFirstName] ist überzeugt [This.Religion.GetName] und versucht, Grausamkeit abzulehnen.;;[This.GetTitledFirstName], como [This.Religion.GetName] devoto, intenta aprender a rechazar la crueldad.;;;;;;;;;x
obj_buddhist_temperance_food_desc;[This.GetTitledFirstName], as a devoted [This.Religion.GetName], is trying to learn to eat without excess.;[This.Get_Le_TitledFirstName], [This.Religion.GetName] zélé[This.Get_E], tente d'apprendre à manger sans excès.;[This.GetTitledFirstName] ist überzeugt [This.Religion.GetName] und versucht, beim Essen Maß zu halten.;;[This.GetTitledFirstName], como [This.Religion.GetName] devoto, intenta aprender a comer sin excesos.;;;;;;;;;x
obj_buddhist_reject_greed_desc;[This.GetTitledFirstName], as a devoted [This.Religion.GetName], is trying to learn to reject the poison that greed brings to the mind.;[This.Get_Le_TitledFirstName], [This.Religion.GetName] zélé[This.Get_E], tente d'apprendre à rejeter ce poison de l'esprit qu'est l'avarice.;[This.GetTitledFirstName] ist überzeugt [This.Religion.GetName] und versucht, die Vergiftung des Geistes durch Gier abzulehnen.;;[This.GetTitledFirstName], como [This.Religion.GetName] devoto, intenta aprender a rechazar el veneno para la mente que es la codicia.;;;;;;;;;x
obj_buddhist_reject_envy_desc;[This.GetTitledFirstName], as a devoted [This.Religion.GetName], is trying to learn to reject the poison that envy brings to the mind.;[This.Get_Le_TitledFirstName], [This.Religion.GetName] zélé[This.Get_E], tente d'apprendre à rejeter ce poison de l'esprit qu'est l'envie.;[This.GetTitledFirstName] ist überzeugt [This.Religion.GetName] und versucht, die Vergiftung des Geistes durch Neid abzulehnen.;;[This.GetTitledFirstName], como [This.Religion.GetName] devoto, intenta aprender a rechazar el veneno para la mente que es la envidia.;;;;;;;;;x
obj_buddhist_reject_hate_desc;[This.GetTitledFirstName], as a devoted [This.Religion.GetName], is trying to learn to reject the poison that hate and anger brings to the mind.;[This.Get_Le_TitledFirstName], [This.Religion.GetName] zélé[This.Get_E], tente d'apprendre à rejeter la haine et la colère qui sont des poisons de l'esprit.;[This.GetTitledFirstName] ist überzeugt [This.Religion.GetName] und versucht, die Vergiftung des Geistes durch Hass und Zorn abzulehnen.;;[This.GetTitledFirstName], como [This.Religion.GetName] devoto, intenta aprender a rechazar el veneno para la mente que son el odio y la ira.;;;;;;;;;x
obj_buddhist_reject_pride_desc;[This.GetTitledFirstName], as a devoted [This.Religion.GetName], is trying to learn to reject pride.;[This.Get_Le_TitledFirstName], [This.Religion.GetName] zélé[This.Get_E], tente d'apprendre à rejeter l'orgueil.;[This.GetTitledFirstName] ist überzeugt [This.Religion.GetName] und versucht, den Stolz abzulehnen.;;[This.GetTitledFirstName], como [This.Religion.GetName] devoto, intenta aprender a rechazar el orgullo.;;;;;;;;;x
obj_buddhist_defeat_fear_desc;[This.GetTitledFirstName], as a devoted [This.Religion.GetName], is trying to learn to defeat [This.GetHerHis] fear of the world and of the designs of others.;[This.Get_Le_TitledFirstName], [This.Religion.GetName] zélé[This.Get_E], tente d'apprendre à vaincre sa peur du monde et des projets d'autrui.;[This.GetTitledFirstName] ist überzeugt [This.Religion.GetName] und versucht, [This.GetHerHis]e Furcht vor der Welt und der Hinterhältigkeit anderer Menschen zu besiegen.;;[This.GetTitledFirstName], como [This.Religion.GetName] devoto, intenta aprender a vencer el miedo al mundo y los designios de otros.;;;;;;;;;x
### ReapersDue.csv
RULE_MONGOL_INVASION_HISTORICAL_DESC;The Mongol Horde will invade between the years of 1205 and 1218.;La Horde mongole fera une invasion entre l'an 1205 et l'an 1218.;Die mongolische Horde fällt zwischen den Jahren 1205 und 1218 ein.;;La Horda mongola invadirá entre los años 1205 y 1218.;;;;;;;;;x
scandalous_councillor_1;Scandalous Councillor;Membre du Conseil scandaleux;Skandalträchtiges Ratsmitglied;;Consejero escandaloso;;;;;;;;;x
scandalous_councillor_2;Scandalous Councillor;Membre du Conseil scandaleux;Skandalträchtiges Ratsmitglied;;Consejero escandaloso;;;;;;;;;x
scandalous_councillor_3;Scandalous Councillor;Membre du Conseil scandaleux;Skandalträchtiges Ratsmitglied;;Consejero escandaloso;;;;;;;;;x
EVTOPTF_RIP_11035_TOOLTIP;§Y[From.GetBestName]§! will perform an experimental treatment. The outcome of this treatment can be extreme. The risk of this treatment will vary depending on [From.GetHerHis] capabilities.;[From.Get_only_Le_Title]§Y[From.GetBestName]§! va utiliser un traitement expérimental dont le résultat peut être extrême. Le risque varie en fonction de ses compétences.;§Y[From.GetBestName]§! wird eine experimentelle Behandlung durchführen. Das Resultat dieser Behandlung könnte extrem sein. Die Risiken dieser Behandlung hängen davon ab, wie fähig [From.GetSheHe] ist.;;§Y[From.GetBestName]§! realizará un tratamiento experimental. El resultado de este tratamiento puede ser extremo. El riesgo del tratamiento variará dependiendo de su aptitud.;;;;;;;;;x
EVTDSC_RIP_21000_MARRIED;With age comes wisdom, they say. "Or at least, it may change the questions we ask", you mutter to yourself. You have had trouble sleeping lately - more often than not, while the rest of your court is sound asleep, you find yourself staring at the ceiling. You are getting older, each day closer to leaving this plane of existence. It is folly to fear such things, of course, yet you cannot keep these feelings at bay. You want more days with [Root.Spouse.GetFirstName], your family...!\n\nYou sit up straight in your bed. This is ridiculous. You are the ruler! You have people ready to serve your any whim! Perhaps your councillors have ideas? If nothing else, it might ease your trouble sleeping.;Il paraît qu'avec l'âge vient la sagesse. « Ou du moins, nous ne nous posons plus les mêmes questions », vous murmurez-vous. Vous avez eu du mal à dormir dernièrement, et alors que le reste de la Cour est profondément endormi, vous êtes là à fixer le plafond. Vous vieillissez, et chaque jour qui passe vous rapproche du moment de quitter ce lieu d'existence. C'est bête d'avoir de telles craintes, et pourtant vous n'arrêtez pas d'y penser. Vous voulez passer plus de jours avec [Root.Spouse.GetFirstName], votre famille... \n\nVous vous redressez dans votre lit. C'est ridicule. Vous régnez et avez même des gens prêts à servir le moindre de vos caprices ! Vos conseillers auraient-ils une solution ? Cela pourrait au moins soulager vos problèmes de sommeil.;Mit dem Alter kommt Weisheit, so heißt es. Oder wenigstens ändern sich die Fragen, die man stellt, murmelt Ihr. In letzter Zeit habt Ihr Probleme mit dem Einschlafen und liegt häufig bis tief in die Nacht wach in Eurer Kammer. Ihr werdet älter und jeder Tag bringt Euch dem Abschied aus Eurer derzeitigen Existenzebene näher. Auch wenn es Unfug ist, diesen Ängsten nachzuhängen, seid Ihr machtlos gegen diese Gefühle. Ihr wünscht Euch mehr Zeit mit [Root.Spouse.GetFirstName] und Eurer Familie ...!\n\nDann kommt Euch ein Gedanke. Es ist absurd! Seid Ihr denn nicht der Herrscher? Haben vielleicht Eure Berater eine Idee? Wenigstens Eure Schlafstörungen könnten sie doch beheben.;;Dicen que con la edad llega la sabiduría. O al menos, cambian las preguntas que hacemos», murmuras. Últimamente tienes problemas para dormir, más veces de las que no, mientras el resto de tu corte duerme, te encuentras mirando al techo. Te estás haciendo viejo, cada día tienes más cerca abandonar este plano de la existencia. Por supuesto, es absurdo temer estas cosas, pero no puedes evitar pensar en ello. ¡Quieres más días con [Root.Spouse.GetFirstName], con tu familia…!\n\nTe sientas en la cama. Esto es ridículo. ¡Eres [Root.GetElLa] gobernante! ¡Tienes gente dispuesta a realizar cualquier capricho! ¿Tendrán tus consejeros alguna idea? Por lo menos, puede que te ayude a conciliar el sueño.;;;;;;;;;x
EVTDSC_RIP_21000_UNMARRIED;With age comes wisdom, they say. "Or at least, it may change the questions we ask", you mutter to yourself. You have had trouble sleeping lately - more often than not, while the rest of your court is sound asleep, you find yourself staring at the ceiling. You are getting older, each day closer to leaving this plane of existence. It is folly of course, yet you are terrified you'll end up all alone, like the miserable [eternal_life_sad_example.GetTitledFirstName]... You've seen [eternal_life_sad_example.GetHerHim] skulking about, a dark cloud over [eternal_life_sad_example.GetHerHim]...\n\nYou sit up straight in your bed. This is ridiculous. You are the [Root.GetTitle]! You have [Root.Religion.GetHighGodName] on your side! Maybe your councillors could calm you down? If nothing else, it might ease your trouble sleeping.;Il paraît qu'avec l'âge vient la sagesse. « Ou du moins, nous ne nous posons plus les mêmes questions », vous murmurez-vous. Vous avez eu du mal à dormir dernièrement, et alors que le reste de la Cour est profondément endormi, vous êtes là à fixer le plafond. Vous vieillissez, et chaque jour qui passe vous rapproche du moment de quitter ce lieu d'existence. C'est sans doute de la folie, mais vous êtes terrifié[Root.Get_E] par l'idée de finir tout[Root.Get_E] seul[Root.Get_E], comme [eternal_life_sad_example.GetLeLa] misérable [eternal_life_sad_example.GetTitledFirstName]... Vous l'avez vu rôder discrètement, un nuage sombre sur [eternal_life_sad_example.GetLuiElle]... \n\nVous vous redressez dans votre lit. C'est ridicule. Vous êtes [Root.GetTitle] en ces terres ! Vous avez [Root.Get_le_HighGod] de votre côté ! Peut-être que vos conseillers pourraient vous aider ? Cela pourrait au moins soulager vos problèmes de sommeil.;Mit dem Alter kommt Weisheit, so heißt es. Oder wenigstens ändern sich die Fragen, die man stellt, murmelt Ihr. In letzter Zeit habt Ihr Probleme mit dem Einschlafen und liegt häufig bis tief in die Nacht wach. Ihr werdet älter und jeder Tag bringt Euch dem Abschied aus Eurer derzeitigen Existenzebene näher. Auch wenn es Unfug ist, diesen Ängsten nachzuhängen, seid Ihr machtlos gegen die Angst, einsam und allein zu enden, so wie [eternal_life_sad_example.GetTitledFirstName] ... Ihr habt gesehen, wie [eternal_life_sad_example.GetSheHe] herumschlich, von einer schwarzen Wolke verdunkelt ...\n\nDann kommt Euch ein Gedanke. Ihr seid [Root.GetTitle]! [Root.Religion.GetHighGodName] ist an Eurer Seite. Können vielleicht Eure Berater Euch beruhigen? Wenigstens Eure Schlafstörungen könnten sie doch beheben.;;Dicen que con la edad llega la sabiduría. «O al menos, cambian las preguntas que hacemos», murmuras. Últimamente tienes problemas para dormir, más veces de las que no, mientras el resto de tu corte duerme, te encuentras mirando al techo. Te estás haciendo viejo, cada día tienes más cerca abandonar este plano de la existencia. Sí, es absurdo, pero te aterroriza que terminar tus días sol[Root.GetOA], como [eternal_life_sad_example.GetElLa] pobre [eternal_life_sad_example.GetTitledFirstName]. Ya le has visto dando vueltas por ahí, como si tuviera una nube negra sobre [eternal_life_sad_example.GetElElla]…\n\nTe sientas en la cama. Esto es ridículo. ¡Eres [Root.GetTitle]! ¡Tienes a [Root.Religion.GetHighGodName] de tu parte! ¿Tendrán tus consejeros alguna idea? Por lo menos, puede que te ayude a conciliar el sueño.;;;;;;;;;x
EVTDSC_RIP_21000_UNMARRIED_AMBITIOUS;With age comes wisdom, they say. "Or at least, it may change the questions we ask", you mutter to yourself. You have had trouble sleeping lately - more often than not, while the rest of your court is sound asleep, you find yourself staring at the ceiling. You are getting older, each day closer to leaving this plane of existence. It is folly to fear such things, of course, yet you cannot keep these feelings at bay. Didn't you use to dream of grander things? What about you carving your own path? What happened to your ambitions?\n\nYou sit up straight in your bed. This is ridiculous. You are the ruler! You have people ready to serve your any whim! Perhaps your councillors have ideas? If nothing else, it might ease your trouble sleeping.;Il paraît qu'avec l'âge vient la sagesse. « Ou du moins, nous ne nous posons plus les mêmes questions », vous murmurez-vous. Vous avez eu du mal à dormir dernièrement, et alors que le reste de la Cour est profondément endormi, vous êtes là à fixer le plafond. Vous vieillissez, et chaque jour qui passe vous rapproche du moment de quitter ce lieu d'existence. C'est bête d'avoir de telles craintes, et pourtant vous n'arrêtez pas d'y penser. Ne rêviez-vous pas de choses plus prestigieuses ? Et si vous affrontiez votre destin ? Qu'est-il arrivé à vos ambitions ? \n\nVous vous redressez dans votre lit. C'est ridicule. Vous régnez et avez même des gens prêts à servir le moindre de vos caprices ! Vos conseillers auraient-ils une solution ? Cela pourrait au moins soulager vos problèmes de sommeil.;Mit dem Alter kommt Weisheit, so heißt es. Oder wenigstens ändern sich die Fragen, die man stellt, murmelt Ihr. In letzter Zeit habt Ihr Probleme mit dem Einschlafen und häufig liegt Ihr bis tief in die Nacht wach in Eurer Kammer. Ihr werdet älter und jeder Tag bringt Euch dem Abschied aus Eurer derzeitigen Existenzebene näher. Auch wenn es Unfug ist, diesen Ängsten nachzuhängen, seid Ihr machtlos gegen diese Gefühle. Habt Ihr nicht immer von Größerem geträumt? Wo sind Eure Träume und Pläne geblieben?\n\nDann kommt Euch ein Gedanke. Es ist absurd! Seid Ihr denn nicht der Herrscher? Haben vielleicht Eure Berater eine Idee? Wenigstens Eure Schlafstörungen könnten sie doch beheben.;;Dicen que con la edad llega la sabiduría. «O al menos, cambian las preguntas que hacemos», murmuras. Últimamente tienes problemas para dormir, más veces de las que no, mientras el resto de tu corte duerme, te encuentras mirando al techo. Te estás haciendo viejo, cada día tienes más cerca abandonar este plano de la existencia. Por supuesto, es absurdo temer estas cosas, pero no puedes evitar pensar en ello. ¿No soñabas con cosas mayores? ¿Qué pasó con abrir tu propio camino? ¿Qué ha pasado con tus ambiciones?\n\nTe sientas en la cama. Esto es ridículo. ¡Eres [Root.GetElLa] gobernante! ¡Tienes gente dispuesta a realizar cualquier capricho! ¿Tendrán tus consejeros alguna idea? Por lo menos, puede que te ayude a conciliar el sueño.;;;;;;;;;x
