#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GOD_APE_KAMUY;Ape Kamuy;;;;;;;;;;;;;x
GOD_APE_KAMUY_2;Ape Kamuy;;;;;;;;;;;;;x
GOD_AE_OYNA_KAMUY;Ae-oyna-kamuy;;;;;;;;;;;;;x
GOD_AE_OYNA_KAMUY_2;Ae-oyna-kamuy;;;;;;;;;;;;;x
GOD_AT_KOR_KAMUY;At-kor-kamuy;;;;;;;;;;;;;x
GOD_APASAM_KAMUY;Apasam Kamuy;;;;;;;;;;;;;x
GOD_CIKAP_KAMUY;Cikap-kamuy;;;;;;;;;;;;;x
GOD_HASINAW_UK_KAMUY;Hasinaw-uk-kamuy;;;;;;;;;;;;;x
GOD_KAMUY_HUCI;Kamuy-huci;;;;;;;;;;;;;x
GOD_KANDAKORO_KAMUY;Kandakoro Kamuy;;;;;;;;;;;;;x
GOD_KIM_UN_KAMUY;Kim-un-kamuy;;;;;;;;;;;;;x
GOD_KINA_SUT_KAMUY;Kina-sut-kamuy;;;;;;;;;;;;;x
GOD_KOTAN_KAR_KAMUY;Kotan-kar-kamuy;;;;;;;;;;;;;x
GOD_MOSIRKARA_KAMUY;Mosirkara Kamuy;;;;;;;;;;;;;x
GOD_NUSA_KOR_KAMUY;Nusa-kor-kamuy;;;;;;;;;;;;;x
GOD_REPUN_KAMUY;Repun Kamuy;;;;;;;;;;;;;x
GOD_SHIRAMBA_KAMUY;Shiramba Kamuy;;;;;;;;;;;;;x
GOD_TOKAPCUP_KAMUY;Tokapcup-kamuy;;;;;;;;;;;;;x
GOD_WAKA_USH_KAMUY;Waka-ush Kamuy;;;;;;;;;;;;;x
GOD_YUSHKEP_KAMUY;Yushkep Kamuy;;;;;;;;;;;;;x
GOD_PAKORO_KAMUY;Pakoro Kamuy;;;;;;;;;;;;;x
GOD_KENAS_UNARPE;Kenas-unarpe;;;;;;;;;;;;;x
GOD_PAUCHI_KAMUY;Pauchi Kamuy;;;;;;;;;;;;;x
nick_ayay;Ayay;;;;;;;;;;;;;x
nick_shipo;Shipo;;;;;;;;;;;;;x
nick_poyshi;Poyshi;;;;;;;;;;;;;x
nick_shion;Shion;;;;;;;;;;;;;x
glorious_ainu_tactic;Kamuy's Fury Tactic;;;;;;;;;;;;;x
ainu_leader;Shield of the Kamuy;;;;;;;;;;;;;x
ainu_leader_desc;This character is used to fighting in forests and winter;;;;;;;;;;;;;x
warrior_lodge_ainu_real;The Claws of the Kamuy;;;;;;;;;;;;;x
warrior_lodge_ainu_desc_real;While there are many Ainu who see little need for war and who think that there is unlikely to be much need for them to learn how to fight there are those who disagree with this sentiment, and a considerable number of such individuals have gathered together under the banner of the Claws of the Kamuy.;;;;;;;;;;;;;x
warrior_lodge_ainu;[GetAinuWarriorSocietyName];[GetAinuWarriorSocietyName];[GetAinuWarriorSocietyName];;[GetAinuWarriorSocietyName];;;;;;;;x
warrior_lodge_ainu_random;The Bear-sworn Brotherhood;;;;;;;;;;;;x
warrior_lodge_ainu_desc;[GetAinuWarriorSocietyDesc];[GetAinuWarriorSocietyDesc];[GetAinuWarriorSocietyDesc];;[GetAinuWarriorSocietyDesc];;;;;;;;x
