EVTDESC_SOH_11801;[FromFrom.GetBestName] has requested that I begin brewing an immortality potion for [FromFrom.GetHerHim], seeing as I am [FromFrom.GetHerHis] Court Alchemist. [FromFrom.GetSheHeCap] clearly believes that such things are possible for an alchemist such as me.;;;;;;;;;;;;;x
EVTOPTA_SOH_11801;I will get started right away!;;;;;;;;;;;;;x
EVTOPTB_SOH_11801;I will try to brew something harmless...;;;;;;;;;;;;;x
EVTOPTC_SOH_11801;This is an opportunity to poison the fool!;;;;;;;;;;;;;x
EVTOPTD_SOH_11801;I'm sorry, but I don't have the skills necessary!;;;;;;;;;;;;;x
EVTDESC_SOH_11802;[From.GetBestName] has started to brew the immortality potion that I requested from [From.GetHerHim]. It will take [From.GetHerHim] some time, most likely, but I can hopefully afford to wait.;;;;;;;;;;;;;x
EVTOPTA_SOH_11802;I don't have an eternity. Not yet...;;;;;;;;;;;;;x
EVTDESC_SOH_11803;[From.GetBestName] does not believe that [From.GetSheHe] can brew the immortality potion that I requested from [From.GetHerHim]. That, or [From.GetSheHe] simply does not want me to live forever...;;;;;;;;;;;;;x
EVTOPTA_SOH_11803;Perhaps I should find a different Court Alchemist...;;;;;;;;;;;;;x
EVTDESC_SOH_11804;Before I start brewing my immortality potion I need to make sure that I am ready. It will take a lot of time and ingredients, and there are no guarantees that anything but madness and death awaits me at the end.;;;;;;;;;;;;;x
EVTOPTA_SOH_11804;Immortality will be mine!;;;;;;;;;;;;;x
EVTOPTB_SOH_11804;I am not skilled enough. Not yet...;;;;;;;;;;;;;x
EVTDESCA_SOH_11805;I need to decide on a recipe to use for the immortality potion that I am brewing. I could try to come up with something on my own, but perhaps there are other options that might be better.;;;;;;;;;;;;;x
EVTDESCB_SOH_11805;I need to decide on a recipe to use for the immortality potion that I am brewing for [getting_immortality_potion.GetBestName]. I could try to come up with something on my own, but perhaps there are other options that might be better.;;;;;;;;;;;;;x
EVTOPTA_SOH_11805;My knowledge is surely sufficient!;;;;;;;;;;;;;x
EVTOPTB_SOH_11805;I think I have some books that might help...;;;;;;;;;;;;;x
EVTOPTC_SOH_11805;My agents will find the best option!;;;;;;;;;;;;;x
EVTDESCA_SOH_11806;I had little trouble coming up with some options for the immortality potion that I am brewing, and after carefully evaluating the options I have decided on the recipe to use for it. I have a good feeling about it.;;;;;;;;;;;;;x
EVTDESCB_SOH_11806;I had little trouble coming up with some options for the immortality potion that I am brewing for [getting_immortality_potion.GetBestName], and after carefully evaluating the options I have decided on the recipe to use for it. I have a good feeling about it.;;;;;;;;;;;;;x 
EVTOPTA_SOH_11806;My knowledge will serve me well!;;;;;;;;;;;;;x
EVTDESCA_SOH_11807;I managed to come up with a few options for the immortality potion that I am brewing. They are not guaranteed to pan out, but they feel like a very reasonable starting point.;;;;;;;;;;;;;x
EVTDESCB_SOH_11807;I managed to come up with a few options for the immortality potion that I am brewing for [getting_immortality_potion.GetBestName]. They are not guaranteed to pan out, but they feel like a very reasonable starting point.;;;;;;;;;;;;;x
EVTOPTA_SOH_11807;I will figure out the details later!;;;;;;;;;;;;;x
EVTOPTB_SOH_11807;The danger is too great...;;;;;;;;;;;;;x
EVTDESCA_SOH_11808;I came up with one option for the immortality potion that I am brewing. I do not know if it is a good one, but it is surely better than nothing.;;;;;;;;;;;;;x
EVTDESCB_SOH_11808;I came up with one option for the immortality potion that I am brewing for [getting_immortality_potion.GetBestName]. I do not know if it is a good one, but it is surely better than nothing.;;;;;;;;;;;;;x
EVTOPTA_SOH_11808;The prize is worth the risk!;;;;;;;;;;;;;x
EVTOPTB_SOH_11808;The danger is too great...;;;;;;;;;;;;;x
EVTDESCA_SOH_11809;I have not managed to come up with any particular ideas for the immortality potion that I am brewing. I suppose I might have to figure out what to do later...;;;;;;;;;;;;;x
EVTDESCB_SOH_11809;I have not managed to come up with any particular ideas for the immortality potion that I am brewing for [getting_immortality_potion.GetBestName]. I suppose I might have to figure out what to do later...;;;;;;;;;;;;;x
EVTOPTA_SOH_11809;I hope I will figure it out...;;;;;;;;;;;;;x
EVTOPTB_SOH_11809;The danger is too great...;;;;;;;;;;;;;x
EVTDESCA_SOH_11810;After spending some time reading several books on alchemy I have determined that there is one recipe that feels very promising for the immortality potion that I am brewing.;;;;;;;;;;;;;x
EVTDESCB_SOH_11810;After spending some time reading several books on alchemy I have determined that there is one recipe that feels very promising for the immortality potion that I am brewing for [getting_immortality_potion.GetBestName].;;;;;;;;;;;;;x
EVTOPTA_SOH_11810;Time well spent!;;;;;;;;;;;;;x
EVTDESCA_SOH_11811;I have discovered some clues as to how to brew a working immortality potion in my books, which will help me with the one that I am brewing. Some details are still missing, however.;;;;;;;;;;;;;x
EVTDESCB_SOH_11811;I have discovered some clues as to how to brew a working immortality potion in my books, which will help me with the one that I am brewing for [getting_immortality_potion.GetBestName]. Some details are still missing, however.;;;;;;;;;;;;;x
EVTOPTA_SOH_11811;It is a starting point, at least!;;;;;;;;;;;;;x
EVTOPTB_SOH_11811;The danger is too great...;;;;;;;;;;;;;x
EVTDESCA_SOH_11812;My books contained a few mentions of immortality potions, but I have not really found any solid ideas for how to succeed with the one I am brewing. Continuing would be risky.;;;;;;;;;;;;;x
EVTDESCB_SOH_11812;My books contained a few mentions of immortality potions, but I have not really found any solid ideas for how to succeed with the one I am brewing for [getting_immortality_potion.GetBestName]. Continuing would be risky.;;;;;;;;;;;;;x
EVTOPTA_SOH_11812;Risky or not, I will continue!;;;;;;;;;;;;;x
EVTOPTB_SOH_11812;The danger is too great...;;;;;;;;;;;;;x
EVTDESCA_SOH_11813;I could have sworn that my books contained some mentions of immortality potions and how to brew them, but I found no information at all aside from mentions of past failures. Hardly a promising start for the one I am brewing.;;;;;;;;;;;;;x
EVTDESCB_SOH_11813;I could have sworn that my books contained some mentions of immortality potions and how to brew them, but I found no information at all aside from mentions of past failures. Hardly a promising start for the one I am brewing for [getting_immortality_potion.GetBestName].;;;;;;;;;;;;;x
EVTOPTA_SOH_11813;I can figure it out later!;;;;;;;;;;;;;x
EVTOPTB_SOH_11813;The danger is too great...;;;;;;;;;;;;;x
EVTDESCA_SOH_11814;My agents have managed to track down a plethora of clues as to how I might succeed with the immortality potion that I am brewing.;;;;;;;;;;;;;x
