#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

EVTDESC_MNM_9004;My [rumor_councillor.GetJobTitle], [rumor_councillor.GetTitledFirstName], has brought me the most extraordinary news! Apparently [rumor_councillor.GetSheHe] has uncovered a rumor concerning an exceedingly special artifact. The specifics of [rumor_councillor.GetFirstName]'s information are uncertain, but [rumor_councillor.GetSheHe] is convinced that there is a degree of truth to the tales.;Votre [rumor_councillor.GetJobTitle], [rumor_councillor.Get_le_TitledFirstName], vous a apporté une nouvelle extraordinaire ! Apparemment, [rumor_councillor.GetIlElle] a eu vent d'une rumeur à propos d'un artefact très spécial. Les détails ne sont pas certains, mais [rumor_councillor.GetIlElle] est convaincu[rumor_councillor.Get_E] qu'il y a une part de vérité dans ces récits.;[rumor_councillor.GetTitledFirstName], m[rumor_councillor.Geteineine] [rumor_councillor.GetJobTitle], hat mir unglaubliche Neuigkeiten übermittelt! Offenbar hat [rumor_councillor.GetSheHe] ein Gerücht über ein besonders kostbares Artefakt vernommen. Die Details über die Informationen von [rumor_councillor.GetFirstName] sind ungewiss, aber [rumor_councillor.GetSheHe] ist sich sicher, dass in den Erzählungen ein Funken Wahrheit enthalten ist.;;[rumor_councillor.GetTitledFirstName], mi [rumor_councillor.GetJobTitle], me ha traído noticias excelentes. Por lo visto, ha llegado a sus oídos la existencia de un artefacto especial. Todavía no tiene detalles específicos, pero cree que los rumores podrían ser ciertos.;;;;;;;;;x
EVTDESC_MNM_9005;After the council meeting, [rumor_councillor.GetJobTitle] [rumor_councillor.GetFirstName] asked me to exchange a few words in private. Apparently [rumor_councillor.GetSheHe] has uncovered a rumor concerning a rare artifact. [rumor_councillor.GetFirstName] believed there was some truth to the rumor and urged me to have a search arranged.;Après la réunion du Conseil, [rumor_councillor.Get_le_JobTitle] [rumor_councillor.GetFirstName] a demandé à échanger quelques mots en privé. Apparemment, [rumor_councillor.GetIlElle] a eu vent d'une rumeur à propos d'un artefact rare. [rumor_councillor.GetIlElleCap] croit qu'il y a une part de vérité dans cette rumeur et vous pousse à ordonner des recherches.;Nach der Ratsversammlung wollte [rumor_councillor.GetJobTitle] [rumor_councillor.GetFirstName] privat mit mir sprechen. Offenbar hat [rumor_councillor.GetSheHe] ein Gerücht über ein seltenes Artefakt gehört. [rumor_councillor.GetFirstName] glaubte, dass das Gerücht teilweise stimmen könnte, und drängte mich dazu, eine Suche einzuleiten.;;Tras la reunión del consejo, [rumor_councillor.GetElLa] [rumor_councillor.GetJobTitle] [rumor_councillor.GetFirstName] me ha preguntado si podíamos hablar en privado. Por lo visto, ha llegado a sus oídos la existencia de un artefacto raro. [rumor_councillor.GetFirstName] cree que los rumores podrían ser ciertos y me ha pedido que organicemos su búsqueda.;;;;;;;;;x
EVTDESC_MNM_9006;During this evening's council meeting, [rumor_councillor.GetJobTitle] [rumor_councillor.GetFirstName] told us of a rumor [rumor_councillor.GetSheHe] had encountered. The peasants speak of an artifact hidden not far away from here. The specifics of [rumor_councillor.GetFirstName]'s information are uncertain, but perhaps this would be worth investigating.;Lors de la réunion du Conseil ce soir, [rumor_councillor.Get_le_JobTitle] [rumor_councillor.GetFirstName] nous a parlé d'une rumeur qu'[rumor_councillor.GetIlElle] a entendue. Les paysans parlent d'un artefact caché non loin d'ici. Les détails sont incertains, mais peut-être que cela mérite des investigations.;In der Ratsversammlung heute Abend erzählte uns [rumor_councillor.GetJobTitle] [rumor_councillor.GetFirstName] von einem Gerücht, das [rumor_councillor.GetSheHe] gehört hatte. Die Bauern sprechen von einem Artefakt, das nicht weit von hier versteckt liegen soll. Die Details der Informationen von [rumor_councillor.GetFirstName] sind ungewiss, aber vielleicht wäre es eine Untersuchung wert.;;Durante la reunión del consejo, [rumor_councillor.GetElLa] [rumor_councillor.GetJobTitle] [rumor_councillor.GetFirstName] nos ha contado un rumor que había llegado a sus oídos. Por lo visto, los campesinos hablan de un artefacto que estaría escondido cerca de aquí. [rumor_councillor.GetSheHe] todavía no dispone de todos los detalles, pero tal vez valga la pena investigarlo.;;;;;;;;;x
EVTDESC_MNM_9009_A;[relic_hunter.GetJobTitle] [relic_hunter.GetFirstName] came to me with some regrettable news. It seems like the too much has passed since we first uncovered the rumor of the artifact and now the trail has gone cold. There is no hope of finding the lost treasure and the search has been canceled.;Votre [relic_hunter.GetJobTitle] [relic_hunter.GetFirstName] est venu[relic_hunter.Get_E] vous voir avec des nouvelles regrettables. Il semble que trop de temps a passé depuis la première découverte de la rumeur d'un artefact et la piste ne donne rien. La recherche a donc été annulée.;[relic_hunter.GetJobTitle] [relic_hunter.GetFirstName] überbrachte mir bedauerliche Neuigkeiten. Offenbar ist zu viel Zeit verstrichen, seit wir das Gerücht über das Artefakt gehört haben, und jetzt haben wir die Spur verloren. Wir werden den verlorenen Schatz niemals bergen und die Suche wurde abgebrochen.;[relic_hunter.GetElLaCap] [relic_hunter.GetJobTitle] [relic_hunter.GetFirstName] ha traído malas noticias. Parece que ha llovido mucho desde que conocimos el rumor y hemos perdido la pista. No hay esperanzas de encontrar el tesoro perdido, por lo que se ha cancelado la búsqueda.;;;;;;;;;x
EVTDESC_MNM_9009_B;[relic_hunter.GetJobTitle] [relic_hunter.GetFirstName] can no longer fulfill [relic_hunter.GetHerHis] duty to search for the rumored artifact. I can select another councilor to replace [relic_hunter.GetHerHim].;M[relic_hunter.Get_on_JobTitle] [relic_hunter.GetFirstName] ne peut plus s'occuper de rechercher le supposé artefact. Je peux choisir un autre conseiller pour [relic_hunter.GetLeLa] remplacer.;[relic_hunter.GetJobTitle] [relic_hunter.GetFirstName] kann [relic_hunter.GetHerHis]er Pflicht, nach dem angeblichen Artefakt zu suchen, nicht mehr nachkommen. Ich kann [relic_hunter.GetHerHim] durch ein anderes Ratsmitglied ersetzen.;;[relic_hunter.GetElLaCap] [relic_hunter.GetJobTitle] [relic_hunter.GetFirstName] ya no puede seguir al mando de la búsqueda del supuesto artefacto. Puedo enviar a otro consejero en su lugar.;;;;;;;;;x
EVTDESC_MNM_9020;[relic_hunter.GetJobTitle] [relic_hunter.GetFirstName] approached me after the council meeting to request some more diplomats to aid [relic_hunter.GetHerHim] in obtaining more information concerning the rumored artifact. While I could divert some of my envoys to this task for a time, our regular diplomatic efforts would suffer due to the neglect.;Votre [relic_hunter.GetJobTitle] vous a approché après la réunion du Conseil pour demander plus de diplomates afin de l'aider à obtenir plus d'informations concernant l'artefact supposé. Bien que vous puissiez affecter certains émissaires à cette tâche, vos efforts diplomatiques ordinaires en souffriraient.;[relic_hunter.GetJobTitle] [relic_hunter.GetFirstName] bat mich nach der Ratsversammlung um mehr Diplomaten, um [relic_hunter.Getihmihr] zu helfen, mehr Informationen über das angebliche Artefakt zu sammeln. Ich kann zwar ein paar meiner Gesandten dieser Aufgabe zuteilen, aber unsere üblichen diplomatischen Tätigkeiten würden darunter leiden.;;[relic_hunter.GetFirstName] se acercó a mí tras la reunión del consejo y me pidió que enviase a más diplomáticos a recabar información sobre el supuesto artefacto. Podría destinar a unos cuantos a esta misión, pero las tareas diplomáticas se resentirían.;;;;;;;;;x
EVTDESC_MNM_9021;The hunt for the rumored artifact has begun to slow down, [relic_hunter.GetJobTitle] [relic_hunter.GetFirstName] just informed me. [relic_hunter.GetSheHeCap] has some valuable and promising leads, but to investigate them the search must venture into distant, inhospitable lands. [relic_hunter.GetFirstName] claims [relic_hunter.GetSheHe] needs more soldiers to attempt such a venture.;La chasse à l'artefact supposé a commencé à ralentir, selon votre [relic_hunter.GetJobTitle] [relic_hunter.GetFirstName]. [relic_hunter.GetIlElleCap] a des pistes prometteuses, mais pour les investiguer, il faudrait s'aventurer dans des terres lointaines et inhospitalières. [relic_hunter.GetIlElleCap] affirme avoir besoin de plus de soldats pour réaliser le projet.;[relic_hunter.GetJobTitle] [relic_hunter.GetFirstName] hat mich soeben darüber informiert, dass die Jagd nach dem angeblichen Artefakt nur noch langsam voranschreitet. [relic_hunter.GetSheHeCap] hat zwar ein paar wertvolle und vielversprechende Hinweise, aber um diesen nachzugehen, muss die Suche in entlegenen, unwirtlichen Gebieten fortgesetzt werden. [relic_hunter.GetFirstName] behauptet, [relic_hunter.GetSheHe] bräuchte mehr Soldaten für solch ein Unterfangen.;;Según me cuenta [relic_hunter.GetFirstName], la búsqueda del supuesto artefacto se ha estancado. A pesar de haber dado con pistas prometedoras, la investigación requiere que viajemos a tierras lejanas e inhóspitas. [relic_hunter.GetFirstName] afirma que necesita más soldados para una empresa de esa índole.;;;;;;;;;x
EVTDESC_MNM_9022;My [relic_hunter.GetJobTitle] [relic_hunter.GetFirstName] has sought me out with [relic_hunter.GetHerHis] concerns regarding the search for the relic. [relic_hunter.GetFirstName] has asked me to issue a decree allowing [relic_hunter.GetHerHis] treasure hunters to appropriate the resources and agents they need from the local burghers.;Votre [relic_hunter.GetJobTitle] [relic_hunter.GetFirstName] est venu[relic_hunter.Get_E] vous voir à propos des recherches de la relique. [relic_hunter.GetIlElleCap] vous a demandé de publier un décret autorisant ses chasseurs de trésors à s'approprier les ressources et les hommes dont ils ont besoin parmi les bourgeois locaux.;M[relic_hunter.Geteineine] [relic_hunter.GetJobTitle] [relic_hunter.GetFirstName] ist zu mir gekommen, um mir [relic_hunter.GetHerHis]e Sorgen bezüglich der Suche nach dem Relikt mitzuteilen. [relic_hunter.GetFirstName] hat mich gebeten, einen Erlass zu verkünden, damit [relic_hunter.GetHerHis]e Schatzjäger die nötigen Ressourcen und Männer von den hiesigen Bürgern einfordern können.;;[relic_hunter.GetFirstName], mi [relic_hunter.GetJobTitle], ha venido a hablarme de la búsqueda de la reliquia. Me ha pedido que promulgue un decreto que permita a sus cazatesoros apropiarse de los recursos y de los hombres de la burguesía local que necesiten.;;;;;;;;;x
EVTDESC_MNM_9023;[relic_hunter.GetJobTitle] [relic_hunter.GetFirstName] has uncovered several clues indicating that [spy_target.GetTitledFirstName] of [spy_title.GetName] possesses important information regarding the rumored artifact. However, [spy_target.GetSheHe] is unwilling to talk and [relic_hunter.GetFirstName] wants more spies transferring from their regular missions to target the [spy_target.GetTitle] instead.;Votre [relic_hunter.GetJobTitle] a découvert plusieurs indices selon lesquels [spy_target.Get_le_TitledFirstName] [spy_title.Get_du_Realm] possède des informations à propos de l'artefact. Cependant, [spy_target.GetCeluiCelle]-ci est réticent[spy_target.Get_E] à en parler et [relic_hunter.GetFirstName] veut plus d'espions.;[relic_hunter.GetJobTitle] [relic_hunter.GetFirstName] hat mehrere Hinweise entdeckt, wonach [spy_target.GetTitledFirstName] von [spy_title.GetName] über wichtige Informationen bezüglich des angeblichen Artefaktes verfügt. [spy_target.GetSheHeCap] ist allerdings nicht bereit zu reden und [relic_hunter.GetFirstName] will mehr Spione von ihren üblichen Missionen abziehen, um stattdessen [spy_target.GetTitle] zu bespitzeln.;;[relic_hunter.GetElLaCap] [relic_hunter.GetJobTitle] [relic_hunter.GetFirstName] ha descubierto indicios de que [spy_target.GetTitledFirstName], de [spy_title.GetName], tiene información importante sobre el supuesto artefacto. Sin embargo, se niega a colaborar y [relic_hunter.GetFirstName] quiere que envíes a algunos de tus espías, aunque para ello deban dejar sus tareas actuales.;;;;;;;;;x
EVTDESC_MNM_9024;[relic_hunter.GetJobTitle] [relic_hunter.GetFirstName] has spent many weeks bent over ancient tomes and scrolls in search of more information regarding the rumored artifact. [relic_hunter.GetSheHeCap] claims to be on the right path but apparently the progress is slow. [relic_hunter.GetFirstName] has asked of me to order the best scholars in [primary_title.GetName] to aid [relic_hunter.GetHerHim] in [relic_hunter.GetHerHis] efforts.;Votre [relic_hunter.GetJobTitle] a passé de nombreuses semaines penché sur d'anciens volumes et rouleaux à la recherche d'informations complémentaires sur l'artefact supposé. [relic_hunter.GetIlElleCap] déclare être sur la bonne voie, mais apparemment la progression est lente. [relic_hunter.GetIlElleCap] vous demande d'ordonner aux meilleurs érudits [primary_title.Get_du_Realm] de l'aider.;[relic_hunter.GetJobTitle] [relic_hunter.GetFirstName] hat viele Wochen damit verbracht, in uralten Wälzern und Schriftrollen nach mehr Informationen über das angebliche Artefakt zu suchen. [relic_hunter.GetSheHeCap] behauptet, [relic_hunter.GetSheHe] befände sich auf dem rechten Weg, aber offenbar macht [relic_hunter.GetSheHe] nur langsam Fortschritte. [relic_hunter.GetFirstName] hat mich gebeten, die besten Gelehrten in [primary_title.GetName] anzuheuern, um [relic_hunter.GetHerHim] bei [relic_hunter.GetHerHis]en Bemühungen zu unterstützen.;;[relic_hunter.GetElLaCap] [relic_hunter.GetJobTitle] [relic_hunter.GetFirstName] lleva semana estudiando tomos y pergaminos antiquísimos en busca de más información sobre el supuesto artefacto. Cree que va por buen camino, pero por lo visto los avances son lentos. [relic_hunter.GetFirstName] me ha pedido que ordene a los mejores eruditos de [primary_title.GetName] que contribuyan a la investigación.;;;;;;;;;x
