EVTDESC_TIANXIA_1413;The life of [Root.GetBestName] is over. Will you continue the tale of the [Root.GetOnlyDynastyName] dynasty as [player_heir.GetBestName], or is there perhaps someone else you would rather play as...?;;;;;;;;;;;;;;x

EVTOPTA_TIANXIA_1413;I will play as [player_heir.GetBestName]!;;;;;;;;;;;;;;x
EVTOPTB_TIANXIA_1413;I will play as another descendant of [Root.GetTitledFirstName]!;;;;;;;;;;;;;;x
EVTOPTC_TIANXIA_1413;I will play as a spouse of [Root.GetTitledFirstName];;;;;;;;;;;;;;x
EVTOPTD_TIANXIA_1413;I will play as a sibling of [Root.GetTitledFirstName]!;;;;;;;;;;;;;;x
EVTOPTE_TIANXIA_1413;I will play as a friend of [Root.GetTitledFirstName]!;;;;;;;;;;;;;;x
EVTOPTF_TIANXIA_1413;I will play as a lover of [Root.GetTitledFirstName]!;;;;;;;;;;;;;;x
EVTOPTG_TIANXIA_1413;I will play as a rival of [Root.GetTitledFirstName]!;;;;;;;;;;;;;;x
EVTOPTH_TIANXIA_1413;I will play as someone of a different culture!;;;;;;;;;;;;;;x
EVTOPTI_TIANXIA_1413;I will play as someone of a different religion!;;;;;;;;;;;;;;x
EVTOPTJ_TIANXIA_1413;I will play as a distant relative of [Root.GetTitledFirstName]!;;;;;;;;;;;;;;x
EVTOPTK_TIANXIA_1413;I will play as someone with a different government type!;;;;;;;;;;;;;;x
EVTOPTL_TIANXIA_1413;I will play as another member of [Root.Society.GetName]!;;;;;;;;;;;;;;x

play_as_player_heir;You will keep playing as [player_heir.GetBestName], as expected.;;;;;;;;;;;;;;x
play_as_child_grandchild_heir;You will keep playing as [player_heir_option_child_grandchild.GetBestName] instead. [player_heir_option_child_grandchild.GetSheHeCap] is still a descendant of [Root.GetFirstName], after all...;;;;;;;;;;;;;;x
play_as_spouse_heir;You will keep playing as [player_heir_option_spouse.GetBestName] instead. [player_heir_option_spouse.GetSheHeCap] was maybe the true power in [Root.PrimaryTitle.GetName] all along...;;;;;;;;;;;;;;x
play_as_sibling_heir;You will keep playing as [player_heir_option_sibling.GetBestName] instead. Perhaps you always should have played as [player_heir_option_sibling.GetHerHim]...;;;;;;;;;;;;;;x
play_as_friend_heir;You will keep playing as [player_heir_option_friend.GetBestName] instead, helping [player_heir_option_friend.GetHerHim] cope with the loss of [player_heir_option_friend.GetHerHis] friend.;;;;;;;;;;;;;;x [Root.GetFirstName].;;;;;;;;;;;;;;x
play_as_lover_heir;You will keep playing as [player_heir_option_lover.GetBestName] instead, helping [player_heir_option_lover.GetHerHim] cope with the loss of [player_heir_option_lover.GetHerHis] lover.;;;;;;;;;;;;;;x
play_as_rival_heir;You will keep playing as [player_heir_option_rival.GetBestName] instead, no doubt celebrating the death of [Root.GetFirstName].;;;;;;;;;;;;;;x
play_as_culture_heir;You will keep playing as [player_heir_option_culture.GetBestName] instead, giving you the opportunity to experience the [player_heir_option_culture.Culture.GetName] culture.;;;;;;;;;;;;;;x
play_as_religion_heir;You will keep playing as [player_heir_option_religion.GetBestName] instead, giving you the opportunity to worship [player_heir_option_religion.Religion.GetHighGodName] as a [player_heir_option_religion.Religion.GetName] faithful.;;;;;;;;;;;;;;x
play_as_distant_heir;You will keep playing as [player_heir_option_distant.GetBestName] instead. A fairly distant relation, but still family.;;;;;;;;;;;;;;x
play_as_government_heir;You will keep playing as [player_heir_option_government.GetBestName] instead, which will mean playing as a [player_heir_option_government.Government.GetName] ruler.;;;;;;;;;;;;;;x
play_as_society_heir;You will keep playing as [player_heir_option_society.GetBestName] instead. There is still much to do on behalf of [Root.Society.GetName]...;;;;;;;;;;;;;;x
