#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#### Empire of Manchuria
e_manchuria;Manchuria;;;;;;;;;;;;;x
### Kingdom of Yezo
k_yezo;Yezo;;;;;;;;;;;;;x
## Duchy of Sumunkur
d_sumunkur;Sumunkur;;;;;;;;;;;;x
# County of Horepasi
c_horepasi;Horepasi;;;;;;;;;;;;;x
b_kumausi;Kumausi;;;;;;;;;;;;;x
b_esausi_horepasi;Esausi;;;;;;;;;;;;;x
b_matomai;Matomai;;;;;;;;;;;;;x
b_horkanay;Horkanay;;;;;;;;;;;;;x
b_rironay;Rironay;;;;;;;;;;;;;x
b_kayaunpesh;Kayaunpesh;;;;;;;;;;;;;x
b_hakcasi;Hakcasi;;;;;;;;;;;;;x
b_parakot;Parakot;;;;;;;;;;;;;x
# County of Ioci
c_ioci;Ioci;;;;;;;;;;;;;x
b_ioci;Ioci;;;;;;;;;;;;;x
b_ikustamosir;Ikustamosir;;;;;;;;;;;;;x
b_pitoro;Pitoro;;;;;;;;;;;;;x
b_setanay;Setanay;;;;;;;;;;;;;x
b_sumaomai;Sumaomai;;;;;;;;;;;;;x
b_supkipet;Supkipet;;;;;;;;;;;;;x
b_otasut;Otasut;;;;;;;;;;;;;x
b_hurpira;Hurpira;;;;;;;;;;;;;x
# County of Peniunkur
c_peniunkur;Peniunkur;;;;;;;;;;;;;x
b_sorapci;Sorapci;;;;;;;;;;;;;x
b_iskarpet;Iskarpet;;;;;;;;;;;;;x
b_yuparo;Yuparo;;;;;;;;;;;;;x
b_sisorapci;Sisorapci;;;;;;;;;;;;;x
b_peniunkur;Peniunkur;;;;;;;;;;;;;x
b_ponpira;Ponpira;;;;;;;;;;;;;x
b_cuppet;Cuppet;;;;;;;;;;;;;x
b_satporopet;Satporopet;;;;;;;;;;;;;x
# County of Teso
c_teso;Teso;;;;;;;;;;;;;x
b_tesuni;Tesuni;;;;;;;;;;;;;x
b_tomaomai;Tomaomai;;;;;;;;;;;;;x
b_maske;Maske;;;;;;;;;;;;;x
b_rurmootpe;Rurmootpe;;;;;;;;;;;;;x
b_hapur2;Hapur;;;;;;;;;;;;;x
b_poronutap;Poronutap;;;;;;;;;;;;;x
b_rukusnay;Rukusnay;;;;;;;;;;;;;x
b_kotanpet;Kotanpet;;;;;;;;;;;;;x
## Duchy of Menasunkur
d_menasunkur;Menasunkur;;;;;;;;;;;;x
# County of Usoro
c_usoro;Usoro;;;;;;;;;;;;;x
b_yammusnay;Yammusnay;;;;;;;;;;;;;x
b_aptapet;Aptapet;;;;;;;;;;;;;x
b_usor;Usor;;;;;;;;;;;;;x
b_moruran;Moruran;;;;;;;;;;;;;x
b_poropet;Poropet;;;;;;;;;;;;;x
b_sirawoi;Sirawoi;;;;;;;;;;;;;x
b_iput;Iput;;;;;;;;;;;;;x
b_sikottoho;Sikottoho;;;;;;;;;;;;;x
# County of Sar
c_sar;Sar;;;;;;;;;;;;;x
