#########Decisions###########
open_silk_road;Open Silk Road;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
open_silk_road_desc;Open the Silk Road is a masterful investment.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
close_silk_road;Close Silk Road;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
close_silk_road_desc;A careful ruler, in certain times, may be forced to close the trade with the West.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#########Chinese Events#######
EVTTOOLTIP1000182049;The Silk Road is open. Any trade junction located on the Silk Road will get a constant gain from its opening. Main junctions: \n§Y*§! Chang'an\n§Y*§! Chenzhou\n§Y*§! Luoyang\n§Y*§! Huzhou\n§Y*§! Nanyang\n§Y*§! Kaiping\n§Y*§! Dingxi\n§Y*§! Lanzhou\n§Y*§! Turpan\n§Y*§! Kashgar\n§Y*§! Khotan\n§Y*§! Samarkand\n§Y*§! Rayy\n§Y*§! Baghdad\n§Y*§! Antioch\n§Y*§! Tyrus\n§Y*§! Alexandria\n§Y*§! Constantinple\n§Y*§! Venice\n§Y*§! Rome;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTNAME_1000182049;We have open the Silk Road.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_1000182049;Now we can receive a constant gain across the vast distances that separate us from rich countries like Fulin, Yancai, Ta-Yuan, Da Xia, Tianzhu, and many others...;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA_1000182049;This is the will of heaven.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTTOOLTIP1000182050;The Silk Road is closed. Any trade junction cease to obtain profit;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTNAME_1000182050;We have closed the Silk Road.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_1000182050;The prestige of Chung-hua will be less, and also our income. But also the gain of the barbarians will be significantly reduced.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA_1000182050;This is the will of heaven.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#####Main Events (cash)########
EVTNAME_1000182051;The caravans arrive at Chang'an;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_1000182051;Traders from distant places bring with them leather, spices, gold, silver and other precious materials have made their entrance in Chang'an.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA_1000182051;Splendid;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTNAME_1000182052;The caravans arrive at Chenzhou;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_1000182052;Traders from distant places bring with them leather, spices, gold, silver and other precious materials have made their entrance in Chenzhou.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA_1000182052;Splendid;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTNAME_1000182053;The caravans arrive at Luoyang;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_1000182053;Traders from distant places bring with them leather, spices, gold, silver and other precious materials have made their entrance in Luoyang.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA_1000182053;Splendid;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTNAME_1000182054;The caravans arrive at Huzhou;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_1000182054;Traders from distant places bring with them leather, spices, gold, silver and other precious materials have made their entrance in Huzhou. Now they can embark and reach the distant India.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA_1000182054;Splendid;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTNAME_1000182055;The caravans arrive at Nanyang;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_1000182055;Traders from distant places bring with them leather, spices, gold, silver and other precious materials have made their entrance in Nanyang.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA_1000182055;Splendid;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTNAME_1000182056;The caravans arrive at Kaiping;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_1000182056;Traders from distant places bring with them leather, spices, gold, silver and other precious materials have made their entrance in Kaiping.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA_1000182056;Splendid;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTNAME_1000182057;The caravans arrive in Dingxi;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_1000182057;Traders from distant places bring with them leather, silk, spices, gold, silver and other precious materials have made their entrance in the city of Bao.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA_1000182057;Splendid;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTNAME_1000182058;The caravans arrive in Lanzhou;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_1000182058;Traders from distant places bring with them leather, silk, spices, gold, silver and other precious materials have made their entrance in Lanzhou.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA_1000182058;Splendid;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTNAME_1000182059;The caravans arrive in Turpan;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_1000182059;Traders from distant places bring with them silk, spices, gold, silver and other precious materials have made their entrance in great city-oasis of Turpan.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA_1000182059;Splendid;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTNAME_1000182060;The caravans arrive in Kashgar;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_1000182060;Traders from distant places bring with them silk, spices, gold, silver and other precious materials have made their entrance in great city-oasis of Kashgar.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA_1000182060;Splendid;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTNAME_1000182061;The caravans arrive in Khotan;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
